"FEA","RMSSD","NSCR","time"
0.851674508125378,1.36723492880183,1.35338345864662,0
0.692165599948846,1.24977825258377,1.39234449760766,1
0.693892211310448,1.13972938553113,1.48803827751196,2
0.754794625959747,1.16649539779254,1.57775119617225,3
0.704230202725961,1.03580588394834,1.42583732057416,4
0.501558618461799,0.973246802026917,1.19617224880383,5
0.296295946159589,0.944750410433152,1.44019138755981,6
0.239929669916124,0.860812468029934,1.38636363636364,7
0.370549556604033,0.856125180768604,1.38755980861244,8
0.574504208611321,0.962419539278652,1.38755980861244,9
0.737099605765688,1.04588299563188,1.38516746411483,10
0.802358683770309,1.0076584423754,1.29186602870813,11
0.810525057999115,1.03494364319348,1.38995215311005,12
0.782289234809375,1.07804367366079,1.38636363636364,13
0.762457809006133,1.05449037379924,1.33851674641148,14
0.826205536347116,1.06204989535798,1.34090909090909,15
0.867402127120908,1.03984049405848,1.38755980861244,16
0.93110240729887,0.964637858709146,1.33612440191388,17
1.10250799111787,0.887379810417466,1.25,18
1.21262031323517,0.891523571137769,1.58253588516746,19
1.11052383200445,1.01753189357128,1.38875598086124,20
0.950625603685228,1.01174137645606,1.63038277511962,21
0.888386739354572,0.975060846931853,1.52870813397129,22
0.995478433423917,0.978364772449052,1.5311004784689,23
1.20484046627641,0.89483328559978,1.5299043062201,24
1.29594745840886,0.928975831184576,1.48086124401914,25
1.21585266177879,0.914136605706501,1.4377990430622,26
0.967156080658956,0.764181442423329,1.57775119617225,27
0.739598150852466,0.778213225804623,1.38157894736842,28
0.639364822998529,0.747030134665933,1.3433014354067,29
0.636146017289569,0.817362263426391,1.53468899521531,30
0.751806461580567,0.90034835809334,1.48205741626794,31
0.866848432355683,0.948243257467384,1.48564593301435,32
0.889069067401334,0.876012544980185,1.58133971291866,33
0.833198224827939,0.976459584576382,1.57775119617225,34
0.79067285458048,0.977965890375169,1.52870813397129,35
0.872952098665091,0.92642594920102,1.48086124401914,36
0.968037586023732,1.03427604343404,1.43301435406699,37
0.967301405485161,1.15911278183567,1.38636363636364,38
0.917869565547618,1.08692212837656,1.39114832535885,39
0.891388021616906,1.29919432579975,1.53588516746411,40
0.903416138853542,1.38311068206493,1.58014354066986,41
0.935838979656915,1.2929934760538,1.57775119617225,42
1.04210854595182,1.17826306138841,1.52751196172249,43
1.19505745544059,1.24966799814171,1.43540669856459,44
1.23254646450622,1.4094466336258,1.53588516746411,45
1.0302966558496,1.54546181950487,1.62799043062201,46
0.766753577657503,1.5775613479135,1.57296650717703,47
0.770736041314239,1.41462272380333,1.38636363636364,48
0.938910920358265,1.33039396305352,1.52870813397129,49
0.850910388164691,1.40477245978362,1.28588516746411,50
0.626997493380283,1.44364005863163,1.29784688995215,51
0.535061315374911,1.54204165563536,1.5322966507177,52
0.685541676883477,1.35062356464415,1.33851674641148,53
0.913685678117498,1.15424231894955,1.48803827751196,54
1.05800520743599,1.31400999935983,1.5322966507177,55
1.13870601649681,1.40525542364915,1.52870813397129,56
1.16917905531205,1.40221164256206,1.43301435406699,57
1.09697605755629,1.46363185877243,1.4366028708134,58
0.936344265206741,1.41771846683706,1.47607655502392,59
0.848883394870306,1.45294728783869,1.14952153110048,60
0.992037857652882,1.54975480622361,1.53827751196172,61
1.24024595913732,1.56709758714721,1.42942583732057,62
1.30687033119489,1.44565249787822,1.29665071770335,63
1.18032391341656,1.34029982176253,1.63516746411483,64
