"MediaName","epoch_rel","ButtonPresses"
"affect2_video",269,1.51100000000002
"affect2_video",270,0.670999999999992
"affect2_video",271,0.944000000000017
"affect2_video",272,0.790999999999997
"affect2_video",273,0
"affect2_video",274,-0.930999999999983
"affect2_video",275,0
"affect2_video",276,2.49199999999996
"affect2_video",277,0.574000000000012
"affect2_video",278,0.408000000000015
"affect2_video",279,1.06
"affect2_video",280,0.702999999999975
"affect2_video",281,0.259000000000015
"affect2_video",282,0.103999999999985
"affect2_video",283,-0.279999999999973
"affect2_video",284,0.007000000000005
"affect2_video",285,1.45999999999998
"affect2_video",286,1.91199999999998
"affect2_video",287,0.603999999999985
"affect2_video",288,1.68899999999996
"affect2_video",289,1.435
"affect2_video",290,0
"affect2_video",291,0.778999999999996
"affect2_video",292,0.103999999999985
"affect2_video",293,0
"affect2_video",294,0.576999999999998
"affect2_video",295,0
"affect2_video",296,0
"affect2_video",297,0.980000000000018
"affect2_video",298,0
"affect2_video",299,0
"affect2_video",300,2.13900000000001
"affect2_video",301,0.634999999999991
"affect2_video",302,0
"affect2_video",303,0.375
"affect2_video",304,3.21600000000001
"affect2_video",305,3.37599999999992
"affect2_video",306,0.720000000000027
"affect2_video",307,0
"affect2_video",308,0
"affect2_video",309,1.13900000000001
"affect2_video",310,0.987000000000023
"affect2_video",311,1.03100000000001
"affect2_video",312,1.35599999999999
"affect2_video",313,0.677000000000021
"affect2_video",314,0.0819999999999936
"affect2_video",315,0.315999999999974
"affect2_video",316,0.182000000000016
"affect2_video",317,1.83699999999999
"affect2_video",318,1.60000000000008
"affect2_video",319,0
"affect2_video",320,0
"affect2_video",321,0
"affect2_video",322,1.98400000000004
"affect2_video",323,0.346000000000004
"affect2_video",324,0.230999999999995
"affect2_video",325,0
"affect2_video",326,0
"affect2_video",327,0.226999999999975
"affect2_video",328,0
"affect2_video",329,-0.672000000000025
"affect2_video",330,0.442000000000007
"affect2_video",331,0
"affect2_video",332,0.725999999999999
"affect2_video",333,1.96899999999999
"affect2_video",334,2.03900000000004
"affect2_video",335,0.293999999999983
"affect2_video",336,1.09399999999999
"affect2_video",337,0.966000000000008
"affect2_video",338,0.358000000000004
"affect2_video",339,0.800999999999988
"affect2_video",340,-0.0470000000000255
"affect2_video",341,0
"affect2_video",342,0
"affect2_video",343,0
"affect2_video",344,0
"affect2_video",345,1.43899999999996
"affect2_video",346,0
"affect2_video",347,0.225999999999999
"affect2_video",348,0
"affect2_video",349,0.0749999999999886
"affect2_video",350,0
"affect2_video",351,0.192000000000007
"affect2_video",352,0
"affect2_video",353,0.341000000000008
"affect2_video",354,1.50299999999999
"affect2_video",355,2.59400000000005
"affect2_video",356,2.45099999999996
"affect2_video",357,1.28899999999999
"affect2_video",358,0.482999999999947
"affect2_video",359,0.961000000000013
"affect2_video",360,0.509999999999991
"affect2_video",361,1.084
"affect2_video",362,0.702999999999975
