"MediaName","epoch_rel","ButtonPresses"
"affect2_video",0,0
"affect2_video",1,0
"affect2_video",2,0
"affect2_video",3,0
"affect2_video",4,0
"affect2_video",5,0
"affect2_video",6,0
"affect2_video",7,-0.344
"affect2_video",8,0
"affect2_video",9,-0.494999999999999
"affect2_video",10,0
"affect2_video",11,-0.433
"affect2_video",12,0
"affect2_video",13,0
"affect2_video",14,-0.792
"affect2_video",15,0.301000000000002
"affect2_video",16,0.946999999999999
"affect2_video",17,0
"affect2_video",18,1.776
"affect2_video",19,0
"affect2_video",20,0
"affect2_video",21,0.286000000000001
"affect2_video",22,1.473
"affect2_video",23,1.042
"affect2_video",24,1.54
"affect2_video",25,0.154
"affect2_video",26,0.243999999999996
"affect2_video",27,-0.0109999999999992
"affect2_video",28,0.419
"affect2_video",29,0.0159999999999982
"affect2_video",30,0.777999999999999
"affect2_video",31,2.749
"affect2_video",32,0.388000000000002
"affect2_video",33,1.113
"affect2_video",34,0.608999999999995
"affect2_video",35,0
"affect2_video",36,0
"affect2_video",37,3.585
"affect2_video",38,1.685
"affect2_video",39,0
"affect2_video",40,3.179
"affect2_video",41,1.002
"affect2_video",42,0.367999999999995
"affect2_video",43,0
"affect2_video",44,2.694
"affect2_video",45,0.439999999999998
"affect2_video",46,-2.55199999999999
"affect2_video",47,0
"affect2_video",48,-0.484999999999999
"affect2_video",49,-0.579000000000001
"affect2_video",50,-1.88500000000001
"affect2_video",51,-2.367
"affect2_video",52,-0.159999999999997
"affect2_video",53,0
"affect2_video",54,-0.131999999999991
"affect2_video",55,1.255
"affect2_video",56,0.0619999999999976
"affect2_video",57,-0.420000000000002
"affect2_video",58,0.22999999999999
"affect2_video",59,-0.966000000000001
"affect2_video",60,-0.572000000000003
"affect2_video",61,-1.44499999999999
"affect2_video",62,-0.606999999999999
"affect2_video",63,0
"affect2_video",64,-3.08500000000001
"affect2_video",65,-0.768000000000015
"affect2_video",66,-1.48700000000001
"affect2_video",67,-2.81
"affect2_video",68,-2.15099999999998
"affect2_video",69,-0.647000000000006
"affect2_video",70,-2.117
"affect2_video",71,-0.954999999999998
"affect2_video",72,0
"affect2_video",73,0
"affect2_video",74,0.512
"affect2_video",75,-0.475999999999999
"affect2_video",76,0
"affect2_video",77,0
"affect2_video",78,0
"affect2_video",79,0.817999999999998
"affect2_video",80,0.596999999999994
"affect2_video",81,2.27000000000001
"affect2_video",82,2.247
"affect2_video",83,0.944000000000003
"affect2_video",84,1.63900000000001
"affect2_video",85,1.861
"affect2_video",86,0.0969999999999942
"affect2_video",87,0.935999999999993
"affect2_video",88,1.992
"affect2_video",89,0.278999999999996
"affect2_video",90,0.439999999999998
"affect2_video",91,0.656999999999996
"affect2_video",92,0
"affect2_video",93,-2.43600000000001
"affect2_video",94,-0.969000000000008
"affect2_video",95,-1.242
"affect2_video",96,0
"affect2_video",97,0
"affect2_video",98,0.289000000000001
"affect2_video",99,0
"affect2_video",100,0.807000000000002
"affect2_video",101,0.971000000000004
"affect2_video",102,1.336
"affect2_video",103,0.393000000000001
"affect2_video",104,-0.00200000000000955
"affect2_video",105,1.626
"affect2_video",106,0.896000000000001
"affect2_video",107,0
"affect2_video",108,0.638999999999996
"affect2_video",109,0.933999999999997
"affect2_video",110,0
"affect2_video",111,0
"affect2_video",112,0
"affect2_video",113,-1.613
"affect2_video",114,-0.870999999999995
"affect2_video",115,0
"affect2_video",116,0
"affect2_video",117,0.838999999999999
"affect2_video",118,-1.044
"affect2_video",119,0.786000000000001
"affect2_video",120,0
"affect2_video",121,-0.314000000000007
"affect2_video",122,-0.100999999999999
"affect2_video",123,0.320000000000007
"affect2_video",124,0
"affect2_video",125,0
"affect2_video",126,-3.84499999999998
"affect2_video",127,-2.512
"affect2_video",128,-1.05800000000001
"affect2_video",129,0.00399999999999068
"affect2_video",130,-0.288999999999987
"affect2_video",131,0
"affect2_video",132,0.86699999999999
"affect2_video",133,1.21600000000001
"affect2_video",134,1.54299999999998
"affect2_video",135,0.719999999999999
"affect2_video",136,0
"affect2_video",137,0.760999999999996
"affect2_video",138,0.804999999999978
"affect2_video",139,1.98499999999999
"affect2_video",140,5.279
"affect2_video",141,1.94300000000001
"affect2_video",142,-0.0860000000000127
"affect2_video",143,0.0409999999999968
"affect2_video",144,0
"affect2_video",145,1.39699999999999
"affect2_video",146,0.609000000000009
"affect2_video",147,0.539000000000016
"affect2_video",148,0.0680000000000121
"affect2_video",149,0
"affect2_video",150,0
"affect2_video",151,0
"affect2_video",152,-0.700999999999993
"affect2_video",153,-0.210000000000008
"affect2_video",154,0
"affect2_video",155,0
"affect2_video",156,0
"affect2_video",157,-0.336999999999989
"affect2_video",158,0
"affect2_video",159,-1.02600000000001
"affect2_video",160,0
"affect2_video",161,0.625
"affect2_video",162,-1.27700000000002
"affect2_video",163,-2.02899999999997
"affect2_video",164,0.0440000000000111
"affect2_video",165,-0.650000000000006
"affect2_video",166,-1.398
"affect2_video",167,1.41
"affect2_video",168,0.518000000000001
"affect2_video",169,0.704000000000008
"affect2_video",170,0
"affect2_video",171,-0.954000000000008
"affect2_video",172,-0.99199999999999
"affect2_video",173,-0.288999999999987
"affect2_video",174,0
"affect2_video",175,0.431000000000012
"affect2_video",176,0
"affect2_video",177,0
"affect2_video",178,-0.519999999999982
"affect2_video",179,0
"affect2_video",180,0.981999999999999
"affect2_video",181,-1.548
"affect2_video",182,-2.435
"affect2_video",183,-0.144000000000005
"affect2_video",184,-0.617999999999995
"affect2_video",185,-2.95499999999998
"affect2_video",186,0
"affect2_video",187,-0.850999999999999
"affect2_video",188,-1.833
"affect2_video",189,0
"affect2_video",190,-0.913000000000011
"affect2_video",191,0
"affect2_video",192,0
"affect2_video",193,-0.0809999999999889
"affect2_video",194,-0.471000000000004
"affect2_video",195,-2.00700000000001
"affect2_video",196,-0.943999999999988
"affect2_video",197,-1.44699999999997
"affect2_video",198,0
"affect2_video",199,0
"affect2_video",200,-0.681000000000012
"affect2_video",201,-3.06899999999999
"affect2_video",202,-0.286000000000001
"affect2_video",203,-1.06500000000003
"affect2_video",204,-0.775000000000006
"affect2_video",205,-0.50200000000001
"affect2_video",206,0
"affect2_video",207,-0.0560000000000116
"affect2_video",208,0
"affect2_video",209,0.549000000000007
"affect2_video",210,3.95400000000001
"affect2_video",211,1.43000000000001
"affect2_video",212,1.773
"affect2_video",213,0.311000000000007
"affect2_video",214,0
"affect2_video",215,0
"affect2_video",216,0.800999999999988
"affect2_video",217,0.774000000000001
"affect2_video",218,0.433999999999997
"affect2_video",219,0
"affect2_video",220,0.881
"affect2_video",221,0.646999999999991
"affect2_video",222,-0.566000000000003
"affect2_video",223,-1.214
"affect2_video",224,-0.195999999999998
"affect2_video",225,-0.324999999999989
"affect2_video",226,-0.646999999999991
"affect2_video",227,0
"affect2_video",228,0
"affect2_video",229,-1.18899999999999
"affect2_video",230,0.497000000000014
"affect2_video",231,-0.220000000000027
"affect2_video",232,-1.017
"affect2_video",233,0
"affect2_video",234,-1.50899999999999
"affect2_video",235,-0.217000000000013
"affect2_video",236,-1.31400000000002
"affect2_video",237,-0.466000000000008
"affect2_video",238,0.748999999999995
"affect2_video",239,-0.647999999999996
"affect2_video",240,0
"affect2_video",241,0
"affect2_video",242,0
"affect2_video",243,0
"affect2_video",244,-0.836000000000013
"affect2_video",245,-0.0620000000000118
"affect2_video",246,0
"affect2_video",247,-0.97399999999999
"affect2_video",248,0
"affect2_video",249,0
"affect2_video",250,-1.458
"affect2_video",251,-0.879999999999995
"affect2_video",252,-1.41900000000001
"affect2_video",253,-0.573000000000008
"affect2_video",254,-0.940000000000026
"affect2_video",255,-0.609000000000009
"affect2_video",256,-1.70999999999998
"affect2_video",257,0
"affect2_video",258,0.363
"affect2_video",259,0
"affect2_video",260,0.51600000000002
"affect2_video",261,0.564999999999998
"affect2_video",262,0
"affect2_video",263,0.26600000000002
"affect2_video",264,0.156000000000006
"affect2_video",265,1.42900000000003
"affect2_video",266,0.456000000000017
"affect2_video",267,2.34399999999999
"affect2_video",268,0.86099999999999
