"","FEA","RMSSD","NSCR","time","estimatedHiddenStates"
"1",0.851674508125378,1.36723492880183,1.35338345864662,0,"1"
"2",0.692165599948846,1.24977825258377,1.39234449760766,0.0166666666666667,"1"
"3",0.693892211310448,1.13972938553113,1.48803827751196,0.0333333333333333,"2"
"4",0.754794625959747,1.16649539779254,1.57775119617225,0.05,"2"
"5",0.704230202725961,1.03580588394834,1.42583732057416,0.0666666666666667,"2"
"6",0.501558618461799,0.973246802026917,1.19617224880383,0.0833333333333333,"4"
"7",0.296295946159589,0.944750410433152,1.44019138755981,0.1,"4"
"8",0.239929669916124,0.860812468029934,1.38636363636364,0.116666666666667,"4"
"9",0.370549556604033,0.856125180768604,1.38755980861244,0.133333333333333,"4"
"10",0.574504208611321,0.962419539278652,1.38755980861244,0.15,"4"
"11",0.737099605765688,1.04588299563188,1.38516746411483,0.166666666666667,"2"
"12",0.802358683770309,1.0076584423754,1.29186602870813,0.183333333333333,"2"
"13",0.810525057999115,1.03494364319348,1.38995215311005,0.2,"2"
"14",0.782289234809375,1.07804367366079,1.38636363636364,0.216666666666667,"2"
"15",0.762457809006133,1.05449037379924,1.33851674641148,0.233333333333333,"2"
"16",0.826205536347116,1.06204989535798,1.34090909090909,0.25,"2"
"17",0.867402127120908,1.03984049405848,1.38755980861244,0.266666666666667,"2"
"18",0.93110240729887,0.964637858709146,1.33612440191388,0.283333333333333,"2"
"19",1.10250799111787,0.887379810417466,1.25,0.3,"4"
"20",1.21262031323517,0.891523571137769,1.58253588516746,0.316666666666667,"4"
"21",1.11052383200445,1.01753189357128,1.38875598086124,0.333333333333333,"4"
"22",0.950625603685228,1.01174137645606,1.63038277511962,0.35,"4"
"23",0.888386739354572,0.975060846931853,1.52870813397129,0.366666666666667,"4"
"24",0.995478433423917,0.978364772449052,1.5311004784689,0.383333333333333,"4"
"25",1.20484046627641,0.89483328559978,1.5299043062201,0.4,"4"
"26",1.29594745840886,0.928975831184576,1.48086124401914,0.416666666666667,"4"
"27",1.21585266177879,0.914136605706501,1.4377990430622,0.433333333333333,"4"
"28",0.967156080658956,0.764181442423329,1.57775119617225,0.45,"4"
"29",0.739598150852466,0.778213225804623,1.38157894736842,0.466666666666667,"4"
"30",0.639364822998529,0.747030134665933,1.3433014354067,0.483333333333333,"4"
"31",0.636146017289569,0.817362263426391,1.53468899521531,0.5,"4"
"32",0.751806461580567,0.90034835809334,1.48205741626794,0.516666666666667,"4"
"33",0.866848432355683,0.948243257467384,1.48564593301435,0.533333333333333,"4"
"34",0.889069067401334,0.876012544980185,1.58133971291866,0.55,"4"
"35",0.833198224827939,0.976459584576382,1.57775119617225,0.566666666666667,"4"
"36",0.79067285458048,0.977965890375169,1.52870813397129,0.583333333333333,"4"
"37",0.872952098665091,0.92642594920102,1.48086124401914,0.6,"4"
"38",0.968037586023732,1.03427604343404,1.43301435406699,0.616666666666667,"2"
"39",0.967301405485161,1.15911278183567,1.38636363636364,0.633333333333333,"2"
"40",0.917869565547618,1.08692212837656,1.39114832535885,0.65,"2"
"41",0.891388021616906,1.29919432579975,1.53588516746411,0.666666666666667,"1"
"42",0.903416138853542,1.38311068206493,1.58014354066986,0.683333333333333,"1"
"43",0.935838979656915,1.2929934760538,1.57775119617225,0.7,"1"
"44",1.04210854595182,1.17826306138841,1.52751196172249,0.716666666666667,"1"
"45",1.19505745544059,1.24966799814171,1.43540669856459,0.733333333333333,"1"
"46",1.23254646450622,1.4094466336258,1.53588516746411,0.75,"1"
"47",1.0302966558496,1.54546181950487,1.62799043062201,0.766666666666667,"1"
"48",0.766753577657503,1.5775613479135,1.57296650717703,0.783333333333333,"1"
"49",0.770736041314239,1.41462272380333,1.38636363636364,0.8,"1"
"50",0.938910920358265,1.33039396305352,1.52870813397129,0.816666666666667,"1"
"51",0.850910388164691,1.40477245978362,1.28588516746411,0.833333333333333,"1"
"52",0.626997493380283,1.44364005863163,1.29784688995215,0.85,"1"
"53",0.535061315374911,1.54204165563536,1.5322966507177,0.866666666666667,"1"
"54",0.685541676883477,1.35062356464415,1.33851674641148,0.883333333333333,"1"
"55",0.913685678117498,1.15424231894955,1.48803827751196,0.9,"1"
"56",1.05800520743599,1.31400999935983,1.5322966507177,0.916666666666667,"1"
"57",1.13870601649681,1.40525542364915,1.52870813397129,0.933333333333333,"1"
"58",1.16917905531205,1.40221164256206,1.43301435406699,0.95,"1"
"59",1.09697605755629,1.46363185877243,1.4366028708134,0.966666666666667,"1"
"60",0.936344265206741,1.41771846683706,1.47607655502392,0.983333333333333,"1"
"61",0.848883394870306,1.45294728783869,1.14952153110048,1,"1"
"62",0.992037857652882,1.54975480622361,1.53827751196172,1.01666666666667,"1"
"63",1.24024595913732,1.56709758714721,1.42942583732057,1.03333333333333,"1"
"64",1.30687033119489,1.44565249787822,1.29665071770335,1.05,"1"
"65",1.18032391341656,1.34029982176253,1.63516746411483,1.06666666666667,"1"
"66",1.02587716163484,1.15939411231645,1.62320574162679,1.08333333333333,"1"
"67",0.99155120266505,1.04346757987399,1.48086124401914,1.1,"1"
"68",0.997277959533245,1.11154328254575,1.5322966507177,1.11666666666667,"1"
"69",0.949886166956052,1.15935118647221,1.5322966507177,1.13333333333333,"1"
"70",0.979161607543075,1.18918867563843,1.57416267942584,1.15,"1"
"71",1.06160344534361,1.08625758213549,1.33612440191388,1.16666666666667,"2"
"72",1.01229636800616,1.06290511943748,1.43301435406699,1.18333333333333,"2"
"73",0.868228251317226,1.10107625289305,1.24043062200957,1.2,"2"
"74",0.88310161126299,1.00080244672445,1.29425837320574,1.21666666666667,"2"
"75",1.05031416192812,1.03576384768476,1.34090909090909,1.23333333333333,"2"
"76",1.11095140180317,1.05879865489757,1.3433014354067,1.25,"2"
"77",1.00442555807748,1.10586133968675,1.48803827751196,1.26666666666667,"2"
"78",0.878403451034557,1.12211811876246,1.5299043062201,1.28333333333333,"2"
"79",0.766176369080617,1.05976837071769,1.43540669856459,1.3,"2"
"80",0.657576055085897,1.15486093657478,1.5322966507177,1.31666666666667,"2"
"81",0.545666566855115,1.14178867140389,1.48086124401914,1.33333333333333,"2"
"82",0.494160901523306,1.10689410077383,1.43301435406699,1.35,"2"
"83",0.568194609825734,1.08994209690804,1.38397129186603,1.36666666666667,"2"
"84",0.682723560620177,1.06864414030033,1.29545454545455,1.38333333333333,"2"
"85",0.765754025297694,1.11654421339069,1.53588516746411,1.4,"2"
"86",0.810360555492788,0.971346009587937,1.48325358851675,1.41666666666667,"2"
"87",0.982506867327941,0.893811573056078,1.53349282296651,1.43333333333333,"4"
"88",1.23827636725265,0.935410314331871,1.58253588516746,1.45,"4"
"89",1.30979539792745,0.900487910566022,1.68301435406699,1.46666666666667,"4"
"90",1.08410506843273,0.860898315003245,1.90909090909091,1.48333333333333,"4"
"91",0.877995238699872,0.853089843498371,1.4700956937799,1.5,"4"
"92",0.909491505908108,0.916074848421941,1.38516746411483,1.51666666666667,"4"
"93",1.03212282759369,0.821008401767716,1.39234449760766,1.53333333333333,"4"
"94",1.12743849431486,0.739090608114696,1.58133971291866,1.55,"4"
"95",1.10159047295382,0.829730229082254,1.47966507177034,1.56666666666667,"4"
"96",0.978375809292449,0.847789588394786,1.42822966507177,1.58333333333333,"4"
"97",0.944694709373562,0.810966941700845,1.19497607655502,1.6,"4"
"98",1.10735483663584,0.856580205120631,1.38995215311005,1.61666666666667,"4"
"99",1.31395779928039,0.835549641415902,1.29306220095694,1.63333333333333,"4"
"100",1.35723991432315,0.814737880827787,1.44138755980861,1.65,"4"
"101",1.22066484228032,0.783938370659259,1.53349282296651,1.66666666666667,"4"
"102",1.01748189728626,0.845953618444206,1.52033492822966,1.68333333333333,"4"
"103",0.907759706638164,0.796005906378635,1.10047846889952,1.7,"4"
"104",0.809385368222935,0.866771436804187,1.53349282296651,1.71666666666667,"4"
"105",0.631003736629436,0.818327922626753,1.19617224880383,1.73333333333333,"4"
"106",0.447328118653831,0.948231445666173,1.53947368421053,1.75,"4"
"107",0.390426923850685,0.951584627517909,1.52751196172249,1.76666666666667,"4"
"108",0.525839925780017,0.970584471137438,1.38038277511962,1.78333333333333,"4"
"109",0.712563149500276,0.965435107603836,1.24401913875598,1.8,"4"
"110",0.770964409514501,0.862935202269473,1.39114832535885,1.81666666666667,"4"
